sid,longitude,latitude,name,address,tel,wifi
86,121.516148,25.116502,石牌門市,112台北市北投區石牌路二段74號1~3樓,02-2827-7832,Y
87,121.546508,25.1376,仰德門市,111台北市士林區格致路53號,02-2861-7038,Y
88,121.504381,25.136115,光明門市,112台北市北投區光明路218-4號,02-2898-1051,Y
89,121.530371,25.043571,光華門市,100台北市中正區八德路一段34號,02-2396-7829,Y
90,121.551821,25.041458,統領門市,106台北市大安區忠孝東路四段201號,02-8771-0612,Y
91,121.54833,25.057333,宏泰門市,105台北市松山區民生東路三段156-1號,02-2719-2682,Y
92,121.546221,25.041775,地捷門市,106台北市大安區大安路一段77號,02-8773-1608,Y
93,121.570716,25.081425,西湖門市,114台北市內湖區內湖路一段360巷2-1號,02-2627-6027,Y
94,121.549478,25.05085,巨蛋門市,台北市松山區南京東路四段2號,02-2578-1489,Y
96,121.515002,25.011842,頂溪門市,234台北縣永和市永和路二段116號1樓,02-2928-4020,Y
97,121.541433,24.967693,新店門市,231台北縣新店市北新路一段305號,02-8911-0996,Y
98,121.44716,25.048999,新莊門市,台北縣新莊市幸福路763-3號1F之1部,(02)2998-4957,Y
99,121.545697,24.977621,新中門市,台北縣新店市中興路三段3號,02-8919-9008,Y
100,121.507329,25.007724,雙和門市,234台北縣永和市中山路一段240號一樓,02-8231-5476,Y
101,121.474857,25.006076,環球門市,235台北縣中和市中山路三段122號,02-3234-0635,Y
102,121.536037,24.985933,慈濟門市,231台北縣新店市建國路289號2樓,02-8219-2279,Y
103,121.466934,25.044845,湯城門市,241台北縣三重市重新路五段609巷10號之3,02-2278-9975,Y
104,121.44404,25.168265,淡水門市,251台北縣淡水鎮公明街89號1~5樓,02-2625-5399,Y
105,121.434948,25.173416,河岸門市,251台北縣淡水鎮中正路205號,02-2625-3320,Y
106,121.473461,25.028882,板雙門市,220台北縣板橋市雙十路二段193號,02-2253-1610,Y
107,121.464421,25.010956,板橋門市,220台北縣板橋市中山路1段152號1樓,02-8952-3190,Y
108,121.459904,25.00781,板中門市,220台北縣板橋市中山路一段15號1樓,02-2963-5728,Y
109,121.6479,25.060754,東科門市,221台北縣汐止市新台五路一段94號一樓,02-2696-1269,Y
110,121.452662,24.997116,亞東門市,220台北縣板橋市南雅南路二段21號,02-8967-6556,Y
111,121.459624,25.135168,竹圍門市,251台北縣淡水鎮民權路42號,02-8809-7355,Y
112,121.520746,25.007906,竹林門市,234台北縣永和市竹林路222-1號,02-2921-2560,Y
114,121.541639,24.982608,北新門市,231台北縣新店市民權路27號,02-2910-6121,Y
115,121.488129,24.998295,中科門市,235台北縣中和市建一路152號,02-8226-3573,Y
119,121.253731,24.971358,內壢門市,320桃園縣中壢市中華路一段450號,03-461-1770,Y
120,121.229218,25.000645,大江門市,320桃園縣中壢市中園路2段501號1F,03-468-0130,Y
121,121.22367,24.962537,中壢門市,320桃園縣中壢市元化路357號,03-427-9651,Y
124,121.298297,25.012006,桃興門市,330桃園縣桃園市大興西路二段76巷6號,03-301-6316,Y
128,121.222006,24.956798,復興門市,320桃園縣中壢市中山路138號,03-280-4279,Y
132,121.365914,25.057822,林口門市,桃園縣龜山鄉復興一路202號1F,03-327-7817,Y
137,120.971419,24.802538,中正門市,300新竹市中正路2號1~2樓,03-525-0455,Y
138,121.019294,24.77847,介壽門市,300新竹市介壽路47號,03-666-7446,Y
141,120.965359,24.80177,西大門市,300新竹市西大路323號,03-527-7126,Y
142,120.972909,24.803966,東門門市,300新竹市東門街47號1~2F,(03)524-4236,Y
144,120.997923,24.796138,清大門市,300新竹市光復路二段344號,03-573-0815,Y
145,121.012534,24.830871,竹北門市,新竹縣竹北市光明一路376號,(03)558-8951,Y
147,120.72066,24.25063,豐原門市,420台中縣豐原市復興路2號,04-2527-5388,Y
150,120.684989,24.151953,中友門市,台中市北區三民路三段161號1樓C棟,04-2223-5596,Y
151,120.664461,24.154084,中港門市,台中市西區中港路一段235號一樓,04-2319-8566,Y
152,120.605329,24.183793,中榮門市,407台中市西屯區中港路三段160號,04-2355-3472,Y
153,120.680485,24.157549,中醫門市,404台中市北區育德路2號,04-22070992,Y
155,120.655223,24.150942,公益門市,403台中市西區公益路246-1號,04-2319-3160,Y
156,120.638457,24.164202,虎城門市,120台中市西屯區河南路三段120號,04-2253-7438,Y
158,120.687691,24.136227,德安門市,401台中市東區復興路四段186號,04-2220-8778,Y
162,120.649608,24.153305,墩業門市,408台中市南屯區大墩路717-5號,04-2310-6867,Y
163,120.646171,24.137532,南屯門市,台中市南屯區文心路一段1號,04-2475-8151,Y
164,120.616783,24.18275,福康門市,台中市西屯區福康路1.3號,04-2463-4658,Y
165,120.65392,24.168028,櫻花門市,台中市西屯區櫻花路1號,(04)2315-0235,Y
166,120.545017,24.070973,彰基門市,500彰化縣彰化市旭光路235號,04-723-9296,Y
168,120.441202,23.472864,垂楊門市,嘉義市垂楊路537號一樓,05-283-2501,Y
173,120.221826,22.994952,長榮門市,701台南市東區長榮路三段139號,06-200-5550,Y
176,120.18731,22.988692,永華門市,708台南市安平區中華西路二段16號,06-297-9508,Y
177,120.210074,22.995592,台南門市,700台南市中西區中山路166號1樓,06-211-3708,Y
178,120.205955,22.995541,公園門市,700台南市中西區公園路60號,06-220-4906,Y
181,120.235114,23.003604,永康門市,710台南縣永康市中華路157號,06-311-3148,Y
183,120.398679,23.285814,東山門市,台南縣東山鄉科里村枋仔林74-6號 (國道三號東山服務區),06-623-4610,Y
185,120.316259,22.625981,廣林門市,802高雄市苓雅區廣州一街149-1號,07-227-1360,Y
187,120.308786,22.644943,十全門市,807高雄市三民區十全一路183號,07-311-6738,Y
188,120.306404,22.614514,三多門市,802高雄市苓雅區三多三路234 236號1.2.3樓,07-338-4586,Y
189,120.31509,22.656572,大順門市,807高雄市三民區民族一路427號一樓,07-954-5676,Y
190,120.301652,22.623489,五福門市,800高雄市新興區五福二路262號,07-261-0355,Y
191,120.313368,22.659972,明誠門市,807高雄市三民區明誠二路72號,07-359-3601,Y
193,120.325063,22.632559,建國門市,802高雄市苓雅區大順三路115號,07-225-5706,Y
194,120.321806,22.679887,高榮門市,813高雄市左營區榮總路115號A2,07-359-6155,Y
195,120.303395,22.613345,高遠門市,802高雄市苓雅區三多四路21號,07-536-0501,Y
196,120.302417,22.638767,高鐵門市,807高雄市三民區建國二路318號3樓,07-235-8180,Y
198,120.306127,22.665703,裕誠門市,813高雄市左營區裕誠路396.396-1號,07-558-4770,Y
201,120.806126,21.941773,墾丁門市,946屏東縣恆春鎮墾丁路14號,08-886-2988,Y
202,120.489671,22.673981,屏東門市,900屏東縣屏東市中正路72號,08-734-5833,Y
205,121.600587,23.988199,花蓮門市,970花蓮縣花蓮市中山路585號,038-343-243,Y
208,121.156972,24.043806,清境門市,南投縣仁愛鄉定遠新村26-1號1樓,049-280-3798,Y
209,120.910651,23.86684,日月潭門市,555南投縣魚池鄉中山路101號,049-285-6849,Y
210,119.569217,23.566203,馬公門市,880澎湖縣馬公市三民路2號,06-927-3459,Y
